time points;83.606615178236524
temporal parthood relation;3.2580965380214821
ontologies of time reveals;3.2580965380214821
required ordering relation;3.2580965380214821
computational intelligence;3.2580965380214821
cambridge university press;3.2580965380214821
special purpose mechanisms;3.2580965380214821
use of different calendars;3.2580965380214821
aktive portal demonstrator;3.2580965380214821
handbook of spatial logics;3.2580965380214821
metric temporal modalities;3.2580965380214821
 vila;3.2188758248682006
 lutz;3.2188758248682006
table1pairwise comparison;3.2188758248682006
characteristic properties;3.2188758248682006
asian language processing;3.2188758248682006
wonderweb deliverable d18;3.2188758248682006
general purpose technique;3.2188758248682006
representation consisting;3.2188758248682006
temporalthing in relation;3.2188758248682006
signal propagation delays;3.2188758248682006
realtime calendar systems;3.2188758248682006
date comparison operation;3.2188758248682006
continuous query language;3.2188758248682006
intelligent data analysis;3.2188758248682006
temporal incidence theory;3.2188758248682006
logic in computer science;3.2188758248682006
relevant temporal feature;3.2188758248682006
corresponding constraints;3.2188758248682006
temporal feature coverage;3.2188758248682006
hastime datatype property;3.2188758248682006
medium expressivity model;3.2188758248682006
aggregation of such frobs;3.2188758248682006
computeraided engineering;3.2188758248682006
relaxed linear time model;3.2188758248682006
feature coverage analysis;3.2188758248682006
cyc knowledge base  lenat;3.2188758248682006
damltime ontology reveals;3.2188758248682006
complexity classification;3.2188758248682006
family of temporal logics;3.2188758248682006
propositions over fluents;3.2188758248682006
procedia computer science;3.2188758248682006
propositional modal logic;3.2188758248682006
elements andor structures;3.2188758248682006
19942009 collection slice;3.2188758248682006
dense time representation;3.2188758248682006
representations of clocks;3.2188758248682006
numerical representations;3.2188758248682006
descriptive formal theory;3.2188758248682006
ternary relation worksfor;3.2188758248682006
class extendedproposition;3.2188758248682006
available temporal logics;3.2188758248682006
subject of class employee;3.2188758248682006
overview of time ontology;3.2188758248682006
owltime temporal ontology;3.2188758248682006
semantical considerations;3.2188758248682006
8ary predicate durationof;3.2188758248682006
world wide web consortium;3.2188758248682006
different time frameworks;3.2188758248682006
path consistency checking;3.2188758248682006
temporally extended goals;3.2188758248682006
research for philosophers;3.2188758248682006
body of scholarly sources;3.2188758248682006
intl j semantic computing;3.2188758248682006
disjunctions of relations;3.2188758248682006
sparqllike query language;3.2188758248682006
particular symposium year;3.2188758248682006
reduced paper collection;3.1780538303479458
reasoning over intervals;3.1780538303479458
basic situation calculus;3.1780538303479458
annotation of properties;3.1780538303479458
value of n simpler forms;3.1780538303479458
computational tree logic;3.1780538303479458
professional communities;3.1780538303479458
base upperlevel ontology;3.1780538303479458
background in philosophy;3.1780538303479458
subclass of modal logics;3.1780538303479458
ontology of environments;3.1780538303479458
structures for calendars;3.1780538303479458
university of manchester;3.1780538303479458
abstract algebraic sense;3.1780538303479458
different season periods;3.1780538303479458
standardized time domain;3.1780538303479458
semantic web communities;3.1780538303479458
towl ontology  frasincar;3.1780538303479458
deployment working group;3.1780538303479458
vague temporal knowledge;3.1780538303479458
owlcompatible approaches;3.1780538303479458
rates of physical clocks;3.1780538303479458
unbounded time intervals;3.1780538303479458
computational complexity;3.1780538303479458
graphical interpretation;3.1780538303479458
high quality data models;3.1780538303479458
temporal features allens;3.1780538303479458
root timerelated concept;3.1780538303479458
importance of accounting;3.1780538303479458
certain conceptual space;3.1780538303479458
first order logic axioms;3.1780538303479458
generic concept subsumes;3.1780538303479458
abstract phenomenal time;3.1780538303479458
knowledge infrastructure;3.1780538303479458
pictorial representation;3.1780538303479458
nonconvex time intervals;3.1780538303479458
help of concrete domains;3.1780538303479458
w3c compliant approaches;3.1780538303479458
defining time structures;3.1780538303479458
time in computer science;3.1780538303479458
physical time coordinate;3.1780538303479458
decomposability of times;3.1780538303479458
table of correspondences;3.1780538303479458
ternary relations grants;3.1780538303479458
system in temporal logic;3.1780538303479458
relation of higher arity;3.1780538303479458
abstracttimeline concept;3.1780538303479458
advances in modal logics;3.1780538303479458
sketch of query language;3.1780538303479458
analyses of timed series;3.1780538303479458
sorts of interval shapes;3.1780538303479458
chosen granularity level;3.1780538303479458
specific datetime values;3.1780538303479458
methodological positions;3.1780538303479458
efficient representation;3.1780538303479458
nonstandard tense theory;3.1780538303479458
episodes temporal extent;3.1780538303479458
distance from point zero;3.1780538303479458
distinct atomic elements;3.1780538303479458
fourdimensional manifold;3.1780538303479458
hierarchies of intervals;3.1780538303479458
endings of timeintervals;3.1780538303479458
considers time intervals;3.1780538303479458
single qualitative value;3.1780538303479458
domain for physical time;3.1780538303479458
new generation computing;3.1780538303479458
indefinite temporal data;3.1780538303479458
knowledge representation;3.1780538303479458
ends of temporalentities;3.1780538303479458
representation languages;3.1780538303479458
layered temporal logics;3.1354942159291497
assertion time point ta;3.1354942159291497
endingpointfn functions;3.1354942159291497
specific tractable sets;3.1354942159291497
maximal possible extent;3.1354942159291497
axiomatized definitions;3.1354942159291497
standard upper ontology;3.1354942159291497
absolutist distinctions;3.1354942159291497
intuitive understanding;3.1354942159291497
differentiable function;3.1354942159291497
different month periods;3.1354942159291497
discrete time structure;3.1354942159291497
relations in owl syntax;3.1354942159291497
object of digital music;3.1354942159291497
assertions of relations;3.1354942159291497
relativist distinctions;3.1354942159291497
sowl ontology  batsakis;3.1354942159291497
temporal query language;3.1354942159291497
domain of digital music;3.1354942159291497
inconsistency detection;3.1354942159291497
subclasses of validtime;3.1354942159291497
natural branching model;3.1354942159291497
corresponding dimension;3.1354942159291497
hasgranularity property;3.1354942159291497
combines owl constructs;3.1354942159291497
query language stsparql;3.1354942159291497
thirteen different ways;3.1354942159291497
temporal logic language;3.1354942159291497
uniform circular motion;3.1354942159291497
advances in electronics;3.1354942159291497
advances of linguistics;3.1354942159291497
ai meets business rules;3.1354942159291497
cardinality constraints;3.1354942159291497
structure of situations;3.1354942159291497
intelligent information;3.1354942159291497
likelybefore  ermolayev;3.1354942159291497
calendar logic  ohlbach;3.1354942159291497
allens interval algebra;3.1354942159291497
intervalpoint relations;3.1354942159291497
beginning time instants;3.1354942159291497
suite of ontologies v22;3.1354942159291497
nary relations approach;3.1354942159291497
industrial applications;3.1354942159291497
abstract time structure;3.1354942159291497
difference between time;3.1354942159291497
reference specification;3.1354942159291497
oxford university press;3.1354942159291497
relyguarantee reasoning;3.1354942159291497
different time theories;3.1354942159291497
exact temporal location;3.1354942159291497
comparing uml marteccsl;3.1354942159291497
representation of dates;3.1354942159291497
time zone ontology file;3.1354942159291497
 in temporal structures;3.1354942159291497
international symposium;3.1354942159291497
 in temporal properties;3.1354942159291497
timeinterval collection;3.1354942159291497
closed world assumption;3.1354942159291497
representations of time;3.1354942159291497
w3c compliant solutions;3.1354942159291497
other temporal entities;3.1354942159291497
representations concise;3.1354942159291497
expressiveness in favor;3.1354942159291497
overlap or overlappedby;3.1354942159291497
timedifference function;3.1354942159291497
paper collection slices;3.1354942159291497
time line partitioning;3.0910424533583161
notes of aaai workshop;3.0910424533583161
parameterized operator;3.0910424533583161
semantic web community;3.0910424533583161
w3c working group note;3.0910424533583161
temporalized knowledge;3.0910424533583161
logical formalizations;3.0910424533583161
abstract specification;3.0910424533583161
logical representation;3.0910424533583161
family of tense logics;3.0910424533583161
appropriate definition;3.0910424533583161
substrata of locations;3.0910424533583161
instances of timepoint;3.0910424533583161
satisfiability problem;3.0910424533583161
whereas time intervals;3.0910424533583161
extension by ermolayev;3.0910424533583161
present time structure;3.0910424533583161
time granularity model;3.0910424533583161
ontological categories;3.0910424533583161
information redundancy;3.0910424533583161
philosophical problems;3.0910424533583161
notion of kconsistency;3.0910424533583161
philosophical doctrine;3.0910424533583161
modelbased perspective;3.0910424533583161
initial axiomatization;3.0910424533583161
named graphs  tappolet;3.0910424533583161
temporalentity concept;3.0910424533583161
singular time interval;3.0910424533583161
ontology of perdurants;3.0910424533583161
corresponding interval;3.0910424533583161
particular granularity;3.0910424533583161
correctness properties;3.0910424533583161
incomplete information;3.0910424533583161
different combinations;3.0910424533583161
events throughout time;3.0910424533583161
core temporal entities;3.0910424533583161
continuum of instances;3.0910424533583161
continuous development;3.0910424533583161
presburger constraints;3.0910424533583161
citation frequency cfr;3.0910424533583161
nonempty convex subset;3.0910424533583161
fuzzy binary relations;3.0910424533583161
rich descriptive means;3.0910424533583161
hybrid logic operators;3.0910424533583161
formalizations of time;3.0910424533583161
underconstrained  renz;3.0910424533583161
undecidable extensions;3.0910424533583161
frequency of citations;3.0910424533583161
properties that change;3.0910424533583161
granularityof function;3.0910424533583161
values of timeinstants;3.0910424533583161
upper level ontologies;3.0910424533583161
amount of further work;3.0910424533583161
undecidability results;3.0910424533583161
w3c complaint solution;3.0910424533583161
querying validity time;3.0910424533583161
hasvalidtimes property;3.0910424533583161
 in temporal relations;3.0910424533583161
absolutist structuring;3.0910424533583161
largescale investment;3.044522437723423
functional properties;3.044522437723423
 in temporal elements;3.044522437723423
possible alternatives;3.044522437723423
standard real numbers;3.044522437723423
individual ontologies;3.044522437723423
different time points;3.044522437723423
university of toronto;3.044522437723423
possible disjunctions;3.044522437723423
 temporal subsumption;3.044522437723423
ontology of endurants;3.044522437723423
pointbased structures;3.044522437723423
properties  gutierrez;3.044522437723423
substantial additions;3.044522437723423
nl neighborhood logic;3.044522437723423
open world assumption;3.044522437723423
dynamic logics  pratt;3.044522437723423
 terminological shift;3.044522437723423
additional constructs;3.044522437723423
satisfaction operator;3.044522437723423
classification groups;3.044522437723423
additional data types;3.044522437723423
upperlevel ontologies;3.044522437723423
approach of  brentano;3.044522437723423
appropriate selection;3.044522437723423
approximate reasoning;3.044522437723423
sekt deliverable d181;3.044522437723423
annual ieee symposium;3.044522437723423
semantic technologies;3.044522437723423
required measurements;3.044522437723423
automatic recognition;3.044522437723423
experiment accounting;3.044522437723423
new significant terms;3.044522437723423
exclude temporal gaps;3.044522437723423
evolution of concepts;3.044522437723423
international journal;3.044522437723423
use hyperreal numbers;3.044522437723423
elaborated directions;3.044522437723423
atdatetime properties;3.044522437723423
possible irregularity;3.044522437723423
relativist approaches;3.044522437723423
subsets of n entities;3.044522437723423
behavioral prediction;3.044522437723423
property restrictions;3.044522437723423
range timegranularity;3.044522437723423
data type comparisons;3.044522437723423
philosophical systems;3.044522437723423
temporal constructors;3.044522437723423
acalendarday subsumes;3.044522437723423
corresponding classes;3.044522437723423
quantitative problems;3.044522437723423
unboundedness of time;3.044522437723423
multiplicative factor;3.044522437723423
context of relativist;3.044522437723423
interval sequence  i0;3.044522437723423
considers time points;3.044522437723423
provenance management;3.044522437723423
observed natural laws;3.044522437723423
ontologies in section;3.044522437723423
philosophical thought;3.044522437723423
hasendtime properties;3.044522437723423
degree of interaction;3.044522437723423
commonsense reasoning;3.044522437723423
swrltemporal ontology;3.044522437723423
business technologies;3.044522437723423
swrltemporal  oconnor;3.044522437723423
tractable subalgebras;3.044522437723423
declarative languages;3.044522437723423
owl semantics differs;3.044522437723423
properties of objects;3.044522437723423
very large data bases;3.044522437723423
likelybefore relation;3.044522437723423
allen style relations;3.044522437723423
timeinterval concept;2.9957322735539909
forestlike structure;2.9957322735539909
following properties;2.9957322735539909
tstimeslice property;2.9957322735539909
following categories;2.9957322735539909
intervalbased theory;2.9957322735539909
application coverage;2.9957322735539909
question of interest;2.9957322735539909
same temporal region;2.9957322735539909
applied temporal rdf;2.9957322735539909
uncertain beginnings;2.9957322735539909
expressive treatment;2.9957322735539909
semantic web storage;2.9957322735539909
role of semantic web;2.9957322735539909
timerelated elements;2.9957322735539909
harmonization effort;2.9957322735539909
generalpurpose terms;2.9957322735539909
reasoning frameworks;2.9957322735539909
intervals in psitime;2.9957322735539909
fuzzy time intervals;2.9957322735539909
a15refuzzy extension;2.9957322735539909
reification  buneman;2.9957322735539909
allowable constructs;2.9957322735539909
antique philosophers;2.9957322735539909
introduce data types;2.9957322735539909
alternative approach;2.9957322735539909
analysis of realtime;2.9957322735539909
relativist treatment;2.9957322735539909
 temporal colocation;2.9957322735539909
happenings ermolayev;2.9957322735539909
4dimensional objects;2.9957322735539909
expressive structure;2.9957322735539909
evolution of objects;2.9957322735539909
symmetric properties;2.9957322735539909
deeper understanding;2.9957322735539909
ontology description;2.9957322735539909
decidability results;2.9957322735539909
likelymeets relation;2.9957322735539909
datetime description;2.9957322735539909
date line comprising;2.9957322735539909
linear discrete time;2.9957322735539909
temporal uncertainty;2.9957322735539909
current availability;2.9957322735539909
more important facet;2.9957322735539909
certain restrictions;2.9957322735539909
chemical engineering;2.9957322735539909
consolidated opinion;2.9957322735539909
machine intelligence;2.9957322735539909
consensual sentiment;2.9957322735539909
choose unboundedness;2.9957322735539909
temporal structure t;2.9957322735539909
temporalized classes;2.9957322735539909
methods in databases;2.9957322735539909
equipping ontologies;2.9957322735539909
13 temporal location;2.9957322735539909
endsat with suffixes;2.9957322735539909
small time intervals;2.9957322735539909
number of partitions;2.9957322735539909
sparql query engines;2.9957322735539909
spatiotemporal parts;2.9957322735539909
discussion of clocks;2.9957322735539909
discreteness of time;2.9957322735539909
discrete time models;2.9957322735539909
specific time points;2.9957322735539909
discrete time domain;2.9957322735539909
different velocities;2.9957322735539909
last twentieth slice;2.9957322735539909
starter alternatives;2.9957322735539909
class of time points;2.9957322735539909
different date lines;2.9957322735539909
level of abstraction;2.9957322735539909
such representations;2.9957322735539909
sets of timeinstants;2.9957322735539909
hierarchy of modules;2.9957322735539909
pointpoint relations;2.9957322735539909
intermediate objects;2.9957322735539909
terminological shift;2.9957322735539909
pairs of individuals;2.9957322735539909
polynomial algorithm;2.9957322735539909
individual time line;2.9957322735539909
homogeneous approach;2.9957322735539909
predicate durationof;2.9957322735539909
performance  krieger;2.9957322735539909
underlying namespace;2.9957322735539909
importance of clocks;2.9957322735539909
additional relations;2.9957322735539909
previous experiments;2.9957322735539909
logicbased calculus;2.9444389791664403
fuzzy time interval;2.9444389791664403
nonconvex intervals;2.9444389791664403
reasoning mechanism;2.9444389791664403
general methodology;2.9444389791664403
reasonable addition;2.9444389791664403
real time computing;2.9444389791664403
gesture recognition;2.9444389791664403
rdfowl repositories;2.9444389791664403
granularity of time;2.9444389791664403
group of researches;2.9444389791664403
realtime properties;2.9444389791664403
reification suffers;2.9444389791664403
further specializes;2.9444389791664403
newtonian spacetime;2.9444389791664403
following condition;2.9444389791664403
timeinterval domain;2.9444389791664403
timelinemap concept;2.9444389791664403
algebraic relations;2.9444389791664403
times of occurrence;2.9444389791664403
measurement of time;2.9444389791664403
alternative version;2.9444389791664403
xmlschema datatypes;2.9444389791664403
annotation algebras;2.9444389791664403
termhood difference;2.9444389791664403
agentoriented model;2.9444389791664403
periodicity of time;2.9444389791664403
pointbased theories;2.9444389791664403
possible assertions;2.9444389791664403
terms of compliance;2.9444389791664403
use in applications;2.9444389791664403
precise information;2.9444389791664403
presentist approach;2.9444389791664403
important functions;2.9444389791664403
previous approaches;2.9444389791664403
process interaction;2.9444389791664403
process simulations;2.9444389791664403
appropriate density;2.9444389791664403
processual entities;2.9444389791664403
nonnegative numbers;2.9444389791664403
hypothetical future;2.9444389791664403
proper subchronoids;2.9444389791664403
universal time line;2.9444389791664403
unit time intervals;2.9444389791664403
propositional logic;2.9444389791664403
termhood saturation;2.9444389791664403
heraclituses theory;2.9444389791664403
uncertainty in fact;2.9444389791664403
additional object o;2.9444389791664403
semantic sensor web;2.9444389791664403
semantic technology;2.9444389791664403
arbitrary clocks ci;2.9444389791664403
nature of existence;2.9444389791664403
delays with respect;2.9444389791664403
decision procedures;2.9444389791664403
capabilities  welty;2.9444389791664403
temporal annotation;2.9444389791664403
datatype properties;2.9444389791664403
case for approaches;2.9444389791664403
corresponding units;2.9444389791664403
case of reification;2.9444389791664403
 continuoustimeline;2.9444389791664403
corresponding quale;2.9444389791664403
compromise approach;2.9444389791664403
chronological order;2.9444389791664403
computer scientists;2.9444389791664403
concept description;2.9444389791664403
conceptual modeling;2.9444389791664403
considers that time;2.9444389791664403
temporal modalities;2.9444389791664403
celestial phenomena;2.9444389791664403
corresponding items;2.9444389791664403
temporal precedence;2.9444389791664403
modal logic formula;2.9444389791664403
detailed comparison;2.9444389791664403
exhaustive searches;2.9444389791664403
arbitrary intervals;2.9444389791664403
separate extensions;2.9444389791664403
engineering systems;2.9444389791664403
aspects of openness;2.9444389791664403
encouraging results;2.9444389791664403
comparison of dates;2.9444389791664403
durations of events;2.9444389791664403
spacetime continuum;2.9444389791664403
available reasoners;2.9444389791664403
distinguished point;2.9444389791664403
detailed ontologies;2.9444389791664403
structures in terms;2.9444389791664403
 highlevel features;2.9444389791664403
structural ontology;2.9444389791664403
different precision;2.9444389791664403
starting time point;2.9444389791664403
axioms constructors;2.9444389791664403
specific properties;2.9444389791664403
structural elements;2.9444389791664403
inner time instants;2.9444389791664403
allowable relations;2.9444389791664403
language constructs;2.9444389791664403
ontology implements;2.9444389791664403
works for company c;2.9444389791664403
overview in section;2.9444389791664403
number of functions;2.9444389791664403
 temporalaggregates;2.9444389791664403
other timeintervals;2.9444389791664403
particular datatype;2.9444389791664403
open time intervals;2.9444389791664403
orders date triples;2.9444389791664403
w3cs nary relations;2.9444389791664403
aaai fall symposium;2.9444389791664403
pair of individuals;2.9444389791664403
working days period;2.9444389791664403
ontimeline property;2.9444389791664403
particular location;2.9444389791664403
logical perspective;2.9444389791664403
abovementioned list;2.9444389791664403
supported language;2.8903717578961645
notre dame journal;2.8903717578961645
temporal unit type;2.8903717578961645
new class worksfor;2.8903717578961645
temporal qualities;2.8903717578961645
temporal databases;2.8903717578961645
temporal deadlines;2.8903717578961645
natural scientists;2.8903717578961645
temporal behaviour;2.8903717578961645
temporal asymmetry;2.8903717578961645
temporal dimension;2.8903717578961645
new rdf blank node;2.8903717578961645
temporal sequences;2.8903717578961645
working day period;2.8903717578961645
temporal formalism;2.8903717578961645
xsd datetime value;2.8903717578961645
terms of semantics;2.8903717578961645
timequantity class;2.8903717578961645
uncertain interval;2.8903717578961645
uk national centre;2.8903717578961645
reification in owl;2.8903717578961645
transitive closure;2.8903717578961645
realworld entities;2.8903717578961645
range timeinterval;2.8903717578961645
range of validtime;2.8903717578961645
time of occurrence;2.8903717578961645
owl representation;2.8903717578961645
property semantics;2.8903717578961645
property labelling;2.8903717578961645
proper subinterval;2.8903717578961645
unique predecessor;2.8903717578961645
process management;2.8903717578961645
proceedings papers;2.8903717578961645
primitive entities;2.8903717578961645
primitive elements;2.8903717578961645
primitive concepts;2.8903717578961645
top of owl classes;2.8903717578961645
predecessor of owl;2.8903717578961645
potential coverage;2.8903717578961645
possible histories;2.8903717578961645
timeinterval class;2.8903717578961645
timeinterval exist;2.8903717578961645
periodic intervals;2.8903717578961645
particular purpose;2.8903717578961645
relativist bseries;2.8903717578961645
relevant relations;2.8903717578961645
theoretical issues;2.8903717578961645
theories intervals;2.8903717578961645
specific instances;2.8903717578961645
special time point;2.8903717578961645
things with extent;2.8903717578961645
sorts of relations;2.8903717578961645
only time elements;2.8903717578961645
time box structure;2.8903717578961645
ontolingua library;2.8903717578961645
simplified version;2.8903717578961645
ontology languages;2.8903717578961645
similar predicates;2.8903717578961645
significant impact;2.8903717578961645
requested features;2.8903717578961645
research in logics;2.8903717578961645
time in ontologies;2.8903717578961645
ordering of events;2.8903717578961645
sampling frequency;2.8903717578961645
successor function;2.8903717578961645
time granularities;2.8903717578961645
sentiment analysis;2.8903717578961645
sequence of events;2.8903717578961645
several ontologies;2.8903717578961645
significant aspect;2.8903717578961645
validity intervals;2.8903717578961645
time by  ermolayev;2.8903717578961645
zeit und kontinuum;2.8903717578961645
cognitive sciences;2.8903717578961645
harvard university;2.8903717578961645
highlevel ontology;2.8903717578961645
human common sense;2.8903717578961645
additional objects;2.8903717578961645
ijcai2001 workshop;2.8903717578961645
important features;2.8903717578961645
addition operation;2.8903717578961645
indexing mechanism;2.8903717578961645
individual quality;2.8903717578961645
account valid time;2.8903717578961645
infinite sequences;2.8903717578961645
information in owl;2.8903717578961645
information mining;2.8903717578961645
intended semantics;2.8903717578961645
absolutist aseries;2.8903717578961645
inverse properties;2.8903717578961645
22 time difference;2.8903717578961645
kconsistency means;2.8903717578961645
language resources;2.8903717578961645
level of operation;2.8903717578961645
 temporal location;2.8903717578961645
logical foundation;2.8903717578961645
logical frameworks;2.8903717578961645
general philosophy;2.8903717578961645
general case  renz;2.8903717578961645
further refinement;2.8903717578961645
further classifies;2.8903717578961645
constraint calculi;2.8903717578961645
contexts of change;2.8903717578961645
continuous domains;2.8903717578961645
composition tables;2.8903717578961645
complexity results;2.8903717578961645
current time point;2.8903717578961645
broadest diversity;2.8903717578961645
better performance;2.8903717578961645
basic time element;2.8903717578961645
different flavours;2.8903717578961645
different versions;2.8903717578961645
er model semantics;2.8903717578961645
exact relationship;2.8903717578961645
example  schreiber;2.8903717578961645
arbitrary duration;2.8903717578961645
appropriate method;2.8903717578961645
extracted features;2.8903717578961645
first order theory;2.8903717578961645
disjoint relations;2.8903717578961645
compound construct;2.8903717578961645
mathematical sense;2.8903717578961645
cohesive structure;2.8903717578961645
owl specification;2.8332133440562162
ontology versions;2.8332133440562162
ontology dynamics;2.8332133440562162
 discretetimeline;2.8332133440562162
multiple versions;2.8332133440562162
negative infinity;2.8332133440562162
linear constrains;2.8332133440562162
wonderweb library;2.8332133440562162
underlying domain;2.8332133440562162
 temporal instant;2.8332133440562162
wonderweb project;2.8332133440562162
worksfor relation;2.8332133440562162
unbounded towards;2.8332133440562162
tl temporal logic;2.8332133440562162
topical statement;2.8332133440562162
intervals of time;2.8332133440562162
object properties;2.8332133440562162
lunch time period;2.8332133440562162
pairwise disjoint;2.8332133440562162
open descriptions;2.8332133440562162
19 temporal slice;2.8332133440562162
analogue timeline;2.8332133440562162
lack of certainty;2.8332133440562162
nonstandard store;2.8332133440562162
various relations;2.8332133440562162
nonnegative reals;2.8332133440562162
votebased metrics;2.8332133440562162
tractable subsets;2.8332133440562162
olga tatarintseva;2.8332133440562162
mention convexity;2.8332133440562162
mentioned authors;2.8332133440562162
6 temporal region;2.8332133440562162
parallel programs;2.8332133440562162
next step towards;2.8332133440562162
temporal ordering;2.8332133440562162
entry subontology;2.8332133440562162
certain instances;2.8332133440562162
temporal space eg;2.8332133440562162
similar mechanism;2.8332133440562162
european workshop;2.8332133440562162
event occurrences;2.8332133440562162
several functions;2.8332133440562162
table4the summary;2.8332133440562162
concepts into owl;2.8332133440562162
entire collection;2.8332133440562162
fact that actions;2.8332133440562162
datatype property;2.8332133440562162
time in databases;2.8332133440562162
fig2the influence;2.8332133440562162
reusable ontology;2.8332133440562162
form of reasoning;2.8332133440562162
boost in research;2.8332133440562162
formal ontologies;2.8332133440562162
terms of coverage;2.8332133440562162
temporal property;2.8332133440562162
foundational part;2.8332133440562162
concise fragments;2.8332133440562162
annotation  udrea;2.8332133440562162
single attributes;2.8332133440562162
different aspects;2.8332133440562162
structure of time;2.8332133440562162
strong likelihood;2.8332133440562162
static properties;2.8332133440562162
such restrictions;2.8332133440562162
cognitive science;2.8332133440562162
direction of time;2.8332133440562162
theory postulates;2.8332133440562162
specific duration;2.8332133440562162
support operators;2.8332133440562162
class granularity;2.8332133440562162
dynamic behaviour;2.8332133440562162
dynamical systems;2.8332133440562162
complexity bounds;2.8332133440562162
dense time models;2.8332133440562162
sort of relations;2.8332133440562162
sort of fuzziness;2.8332133440562162
elaborated models;2.8332133440562162
dense number sets;2.8332133440562162
chronicles branch;2.8332133440562162
single time point;2.8332133440562162
temporal concepts;2.8332133440562162
qualitative terms;2.8332133440562162
proton  papadakis;2.8332133440562162
infinite interval;2.8332133440562162
highimpact papers;2.8332133440562162
infinite elements;2.8332133440562162
positions in time;2.8332133440562162
freeze quantifier;2.8332133440562162
